num_forms,num_password_inputs,num_iframes,num_scripts,num_external_scripts,num_links,file_id,label
0,0,0,0,0,0,52340,0
0,0,0,2,1,0,52368,0
0,0,0,1,0,0,52490,0
0,0,1,7,3,111,525,1
0,0,0,0,0,1,52509,0
0,0,0,0,0,0,52517,0
2,1,0,6,0,6,52699,0
1,0,0,14,7,154,527,1
0,0,0,1,0,1,52701,0
0,0,0,1,0,1,52759,0
0,0,0,16,4,24,52774,0
0,0,0,6,5,0,52791,0
0,0,0,1,0,0,52792,0
1,0,1,32,20,193,528,1
0,0,0,1,0,1,52816,0
0,0,0,0,0,0,52829,0
0,0,0,5,2,0,52830,0
0,0,0,0,0,0,52836,0
0,0,0,1,0,0,52868,0
2,1,0,6,0,6,52885,0
0,0,0,0,0,0,52976,0
0,0,0,0,0,0,52982,0
0,0,0,1,0,0,52995,0
0,0,0,10,6,110,530,1
0,0,0,4,2,0,53071,0
0,0,0,2,1,0,53090,0
0,0,0,6,4,0,53098,0
0,0,0,0,0,0,53199,0
0,0,0,4,2,0,53263,0
2,0,0,5,5,1,53305,0
2,1,0,6,0,6,53342,0
0,0,0,2,1,0,53368,0
0,0,1,2,1,0,53374,0
1,0,1,26,18,85,534,1
0,0,0,0,0,0,53411,0
0,0,0,0,0,6,53435,0
0,0,0,0,0,0,53463,0
0,0,0,2,1,0,53494,0
0,0,0,2,1,9,53519,0
2,0,0,14,9,171,536,1
0,0,0,16,4,24,53699,0
2,0,0,24,4,204,537,1
0,0,0,5,2,0,53706,0
1,1,0,0,0,3,53735,0
0,0,0,1,1,0,53761,0
0,0,0,18,1,71,53764,0
0,0,1,1,0,1,53786,0
0,0,1,2,1,0,53805,0
0,0,0,4,2,0,53859,0
0,0,1,2,1,0,53873,0
0,0,0,0,0,10,53899,0
1,0,0,15,11,257,539,1
0,0,0,1,0,0,53949,0
0,0,0,11,10,0,53961,0
0,0,0,1,0,1,53969,0
1,0,0,11,4,354,54,1
1,0,0,7,4,44,540,1
0,0,1,2,1,0,54051,0
0,0,0,4,2,0,54061,0
2,0,0,15,11,80,541,1
0,0,0,5,2,0,54100,0
0,0,0,2,1,9,54266,0
0,0,0,1,0,0,54271,0
1,0,1,36,8,54,543,1
0,0,0,0,0,0,54347,0
0,0,0,1,0,0,54366,0
0,0,0,16,14,5,544,1
4,0,1,47,14,364,545,1
7,0,0,110,45,625,546,1
2,0,1,7,5,131,550,1
1,0,0,28,23,152,551,1
1,0,0,24,15,1005,553,1
2,0,1,56,4,209,554,1
2,0,1,49,47,219,555,1
3,0,1,23,4,82,558,1
1,0,0,7,4,193,56,1
0,0,0,1,0,0,561,0
0,0,0,12,2,10,562,1
0,0,0,9,7,140,563,1
0,0,0,15,12,35,565,1
2,0,1,56,16,325,567,1
1,0,0,6,5,35,568,1
2,0,0,47,23,464,57,1
3,0,1,143,92,208,571,1
3,0,0,4,3,167,572,1
7,2,0,102,35,260,574,1
4,0,0,32,6,501,578,1
0,0,1,0,0,32,579,1
1,0,0,7,4,146,582,1
2,0,0,25,13,213,585,1
3,0,0,14,10,88,586,1
0,0,0,0,0,0,588,0
0,0,0,0,0,27,59,1
2,0,1,92,62,119,590,1
3,0,0,44,18,106,592,1
0,0,1,18,9,80,595,1
1,0,0,12,4,111,596,1
1,0,1,29,18,189,597,1
1,0,0,4,4,38,598,1
2,0,0,47,38,139,599,1
1,0,1,12,9,98,6,1
0,0,0,4,2,0,60,0
4,0,0,33,8,69,600,1
1,0,0,59,37,313,602,1
1,0,1,24,16,148,603,1
4,0,1,19,14,238,604,1
1,0,1,13,9,61,605,1
0,0,0,7,7,51,607,0
0,0,0,16,14,82,609,1
1,0,1,11,6,343,610,1
0,0,0,10,9,44,611,1
2,0,1,27,21,168,612,1
1,0,1,29,22,145,613,1
3,0,0,266,8,408,614,1
0,0,0,39,21,51,616,1
0,0,0,0,0,0,619,0
0,0,0,8,2,28,62,1
0,0,1,50,8,111,620,1
1,0,1,32,18,64,625,1
2,0,0,29,20,25,626,1
2,0,1,3,2,121,627,1
2,0,0,55,33,318,63,1
1,0,0,8,4,64,631,1
0,0,1,10,5,90,632,1
0,0,2,13,9,203,633,1
1,0,0,12,11,95,634,1
1,0,1,29,7,336,635,1
1,0,2,17,3,223,637,1
5,0,2,53,23,71,638,1
2,0,0,26,16,159,64,1
2,0,1,11,7,145,641,1
2,0,0,34,19,95,642,1
1,0,0,33,25,51,648,1
2,0,1,45,29,83,649,1
1,0,2,8,3,73,65,1
0,0,0,15,7,62,650,1
0,0,0,5,3,0,652,1
2,0,0,5,2,386,654,1
7,0,0,52,22,371,656,1
2,0,1,19,16,131,657,1
1,0,1,42,17,278,658,1
1,0,0,30,7,379,659,1
1,0,1,11,6,42,66,1
1,0,1,35,9,573,660,1
3,0,0,10,4,1239,661,1
0,0,0,0,0,0,662,0
0,0,0,4,4,12,663,1
0,0,0,15,8,260,664,1
0,0,0,12,8,47,665,1
1,0,0,44,28,85,666,1
2,0,1,19,10,224,667,1
5,0,0,68,15,496,668,1
1,0,0,26,16,368,669,1
0,0,5,17,10,578,67,1
1,0,0,45,41,93,670,1
0,0,1,16,1,44,671,1
2,0,1,24,11,127,672,1
0,0,0,31,8,14,673,1
1,0,1,32,18,124,674,1
3,0,0,89,7,417,676,1
1,0,0,19,17,414,677,1
0,0,1,42,18,152,678,0
0,0,4,22,5,169,679,1
0,0,0,17,7,303,68,1
0,0,0,5,3,35,680,1
0,0,0,0,0,0,682,0
2,0,1,11,5,83,683,1
6,0,1,79,41,224,684,1
1,0,0,25,17,18,685,1
5,0,0,80,24,706,686,1
1,0,0,8,6,450,688,1
8,0,1,48,12,85,691,0
0,0,1,15,9,62,693,1
1,0,0,7,4,54,694,1
1,0,1,13,7,128,696,1
0,0,0,0,0,0,697,0
2,1,1,11,3,361,699,1
1,0,1,18,10,58,7,1
1,0,0,6,4,9,70,0
0,0,0,2,1,58,700,1
1,0,0,19,8,45,702,1
0,0,2,17,5,26,7021,0
1,0,0,14,9,11,7022,0
5,0,0,35,21,73,7030,0
0,0,0,0,0,0,7033,0
0,0,0,26,14,46,704,1
0,0,0,13,13,36,705,1
0,0,0,15,9,71,706,1
0,0,0,1,0,0,7066,0
1,0,0,23,12,64,7068,0
0,0,0,1,0,1,708,0
1,0,0,3,1,0,71,1
5,0,0,74,46,75,7101,0
1,0,0,22,17,49,7107,0
1,0,0,8,8,42,711,1
0,0,0,1,0,0,7121,0
0,0,0,0,0,0,7125,0
0,0,0,42,25,47,7126,0
3,0,0,33,19,193,713,1
1,0,1,26,22,75,714,1
0,0,0,0,0,0,7143,0
0,0,0,5,4,8,7144,0
0,0,0,14,6,85,715,1
0,0,2,11,4,12,7154,0
1,0,1,41,19,121,716,1
1,0,0,58,55,125,717,1
2,1,0,37,22,139,718,1
0,0,0,0,0,0,719,0
0,0,0,8,6,0,72,0
1,0,1,39,12,72,720,1
3,1,0,23,13,40,721,1
1,0,0,19,13,22,722,1
3,0,1,31,17,144,723,1
0,0,0,1,0,1,7239,0
3,0,0,12,8,16,7244,0
4,0,1,10,3,551,725,1
0,0,0,4,2,0,7254,0
31,0,1,53,19,362,7257,0
0,0,0,2,0,148,726,1
0,0,1,3,1,0,7262,0
1,0,2,22,12,295,727,1
0,0,0,1,0,0,7275,0
0,0,0,1,0,0,7296,0
0,0,0,1,0,0,7297,0
0,0,0,8,6,0,7299,0
2,0,1,36,6,161,730,1
0,0,0,56,52,41,7305,0
1,0,0,11,4,319,733,1
2,0,0,34,19,62,7330,0
1,0,1,18,12,259,734,1
0,0,0,6,2,63,7341,0
0,0,0,50,38,137,7342,0
0,0,0,1,0,1,7347,0
1,0,1,17,16,73,7362,0
0,0,0,0,0,0,7377,0
1,0,0,6,4,5,7386,0
0,0,0,2,1,0,7399,0
1,1,1,40,30,154,740,1
0,0,0,1,0,0,7400,0
0,0,0,1,0,1,7404,0
2,0,0,27,18,112,742,1
0,0,0,5,3,8,7426,0
3,0,0,12,6,748,743,1
0,0,0,0,0,0,7438,0
0,0,1,17,13,83,745,1
0,0,0,0,0,0,7450,0
0,0,0,4,1,0,7452,0
0,0,0,0,0,0,7460,0
0,0,0,0,0,3,7491,0
0,0,0,13,8,114,75,1
2,0,0,10,6,117,7503,0
0,0,0,1,0,0,7510,0
6,0,0,77,19,81,752,1
0,0,1,38,13,53,753,1
0,0,0,1,0,0,7534,0
0,0,0,1,1,0,7536,0
0,0,0,17,12,2,7538,0
0,0,1,4,3,89,754,1
0,0,0,6,6,39,755,1
0,0,0,0,0,0,7553,0
0,0,1,40,20,251,756,1
0,0,0,4,2,1,7566,0
1,0,0,31,21,111,757,1
3,1,1,26,7,571,758,1
2,0,2,9,5,15,7589,0
1,0,0,24,2,70,7591,0
0,0,0,0,0,0,7597,0
0,0,1,36,23,177,76,1
0,0,0,1,0,0,7608,0
1,0,1,13,5,35,7612,0
0,0,0,25,7,6,7618,0
1,0,0,10,4,2,7629,0
0,0,0,2,1,34,763,1
1,0,1,10,7,13,764,1
2,0,0,48,32,47,7644,0
0,0,0,1,0,0,7647,0
0,0,0,6,5,11,7648,0
1,0,1,4,2,217,765,1
0,0,0,55,11,8,7652,0
0,0,0,2,0,2,7654,0
2,0,1,110,56,76,767,1
0,0,1,48,30,258,768,1
0,0,1,8,5,0,7680,0
2,1,0,6,0,6,7683,0
0,0,0,0,0,0,7696,0
0,0,2,23,22,110,7701,0
0,0,0,2,1,0,7706,0
27,0,0,8,2,156,7708,0
1,0,1,8,5,106,771,1
0,0,0,2,1,0,7711,0
0,0,0,2,1,9,7714,0
2,0,1,42,38,433,772,1
0,0,0,32,21,1,7722,0
0,0,0,15,15,18,7730,0
1,0,0,16,15,145,774,1
0,0,0,1,0,0,7743,0
0,0,1,14,4,59,7748,0
0,0,0,21,14,43,775,1
0,0,0,0,0,0,776,0
0,0,0,13,7,0,7762,0
1,0,1,28,13,45,777,1
2,2,0,35,0,365,778,1
0,0,0,1,0,0,7782,0
0,0,1,8,4,479,780,1
0,0,1,3,3,0,7803,0
0,0,0,1,0,0,7817,0
0,0,0,0,0,0,7833,0
2,0,0,32,23,154,784,1
0,0,0,0,0,0,7848,0
0,0,0,12,4,84,785,1
9,2,0,52,27,194,786,1
0,0,0,4,2,39,788,1
0,0,0,10,5,9,7880,0
0,0,0,8,6,0,7883,0
0,0,1,10,7,28,7894,0
0,0,0,2,1,0,7899,0
1,0,0,56,19,51,79,1
0,0,0,0,0,0,7906,0
2,0,0,8,6,114,791,1
0,0,0,16,14,38,7910,0
0,0,0,3,2,26,792,1
0,0,0,1,1,0,7926,0
2,0,0,72,40,111,793,0
2,0,1,81,51,221,794,1
1,0,0,34,28,70,795,1
1,0,1,46,28,49,7951,0
0,0,0,2,1,0,7952,0
1,0,1,3,1,39,796,1
0,0,0,10,8,0,797,0
1,0,0,60,37,273,798,1
0,0,0,6,5,39,7981,0
0,0,1,30,27,34,8,1
2,0,1,21,7,117,80,1
0,0,1,35,21,191,800,1
1,0,3,29,9,111,801,1
8,0,1,55,19,308,8010,0
0,0,0,0,0,0,802,0
0,0,0,16,11,46,8023,0
1,0,0,5,1,62,8025,0
0,0,0,1,0,0,803,1
2,0,0,58,43,48,804,1
1,0,1,7,3,18,8051,0
0,0,0,20,12,31,807,1
1,0,0,12,1,63,8071,0
0,0,0,0,0,0,8077,0
0,0,0,6,4,14,809,1
0,0,0,2,1,9,812,0
16,2,5,36,15,194,814,1
1,0,1,8,4,131,816,1
1,0,0,0,0,257,818,1
1,0,3,19,14,53,82,1
0,0,0,2,1,0,820,0
1,0,0,21,20,12,822,1
1,0,0,37,29,190,823,1
0,0,0,22,9,3,827,0
2,0,0,29,16,26,829,1
0,0,0,2,1,0,830,0
4,1,1,75,35,379,832,1
3,0,2,57,19,94,834,1
7,1,0,64,31,185,835,1
2,0,0,16,9,73,836,1
0,0,0,7,0,52,838,1
1,0,0,1,0,20,843,1
3,1,0,10,10,63,844,1
0,0,0,0,0,6,845,0
2,0,0,5,4,114,846,1
0,0,1,10,9,33,847,1
0,0,1,25,11,119,848,1
1,0,0,44,39,195,849,1
1,0,0,30,14,99,85,1
4,0,1,59,36,149,850,1
0,0,1,22,4,40,852,1
0,0,0,8,6,0,853,0
3,0,1,17,14,220,854,1
0,0,1,11,8,86,857,1
2,0,0,43,17,100,860,1
0,0,0,0,0,0,861,1
2,0,0,4,3,149,862,1
0,0,0,2,1,0,866,1
1,0,2,37,23,110,867,1
1,0,0,31,13,101,869,1
1,0,0,0,0,41,870,1
0,0,0,1,0,0,872,0
0,0,0,3,2,39,873,1
0,0,0,14,7,43,874,1
1,0,0,60,34,38,876,1
1,0,1,11,3,157,877,1
1,0,1,36,12,154,878,1
2,0,0,11,5,124,879,1
4,0,1,20,13,265,880,1
1,0,1,12,6,33,881,1
3,0,1,11,3,30,882,1
1,0,0,8,5,43,885,1
3,1,1,25,6,158,886,1
1,0,0,20,17,379,89,1
3,0,0,72,41,229,897,1
1,0,0,145,140,162,898,1
0,0,0,33,21,16,90,1
2,0,1,9,6,35,903,1
1,0,0,19,15,267,907,1
0,0,0,34,13,35,909,1
0,0,0,27,18,5,910,1
1,0,0,0,0,47,912,1
1,0,0,16,10,195,914,1
1,0,0,29,19,116,920,1
1,0,0,29,19,64,921,1
24,4,0,73,24,311,924,1
1,0,1,66,28,79,926,1
2,0,2,3,2,25,929,1
0,0,1,8,8,18,930,1
0,0,0,4,4,0,932,1
4,0,1,19,4,101,933,1
5,1,0,53,26,223,934,1
0,0,0,1,0,0,935,1
2,0,2,24,14,150,937,1
2,2,0,15,7,26,938,1
1,0,0,37,19,147,939,1
1,0,1,19,5,59,94,1
1,0,0,14,5,46,941,1
0,0,0,13,11,57,942,1
0,0,1,24,14,46,943,1
1,0,1,13,8,103,945,1
3,0,1,13,3,774,946,1
1,0,1,13,8,39,947,1
0,0,1,8,5,59,95,1
0,0,0,11,8,177,950,1
2,0,1,19,6,109,951,1
4,0,2,27,13,520,952,1
1,0,0,0,0,97,955,1
1,0,1,3,1,49,956,1
0,0,0,2,1,6,957,0
0,0,0,4,1,98,958,1
2,0,1,10,4,233,959,1
0,0,0,0,0,0,960,0
3,0,1,15,11,112,962,1
0,0,0,1,0,0,964,1
0,0,0,1,0,0,967,1
2,0,0,21,13,161,968,1
2,0,1,28,8,188,969,1
3,0,0,31,15,190,97,1
1,0,0,2,1,105,971,1
1,0,0,3,1,78,973,1
1,0,0,47,20,61,974,1
0,0,0,26,23,23,976,1
1,0,0,18,16,104,98,1
0,0,0,26,5,173,982,1
1,0,0,30,28,56,983,1
2,1,0,24,18,97,984,1
0,0,0,20,11,97,989,1
0,0,0,12,10,55,99,1
0,0,0,5,2,9,992,1
1,0,1,11,7,19,993,1
0,0,0,10,4,24,994,1
0,0,0,2,2,541,995,1
0,0,0,51,42,36,996,1
2,0,0,6,4,91,997,1
0,0,0,0,0,29,998,1
2,0,0,16,13,65,999,1
